line	size		transaction item
158	30	:	1 6 20 21 25 29 31 36 42 49 51 55 56 57 60 63 64 67 69 72 74 77 81 83 84 85 88 90 95 100 
159	67	:	1 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 22 24 26 27 28 30 31 32 34 35 36 39 40 41 42 43 44 45 47 49 50 52 53 55 60 61 62 63 64 65 66 68 69 71 72 73 75 76 79 81 84 86 88 89 91 93 95 96 97 100 
160	64	:	1 2 4 5 8 10 11 12 13 14 15 16 18 19 21 22 23 24 26 28 29 30 31 32 33 34 35 36 37 41 42 43 44 45 46 52 53 54 58 59 60 64 65 67 68 69 70 71 72 73 75 78 81 82 83 84 88 89 90 91 92 95 96 98 
161	77	:	2 3 4 5 6 7 9 10 11 13 15 16 17 18 19 21 22 23 25 28 29 30 31 32 33 34 36 37 41 42 43 45 46 47 48 49 50 51 52 53 54 55 57 58 62 63 64 65 66 67 68 69 70 71 72 74 75 76 78 79 81 82 83 84 85 87 88 89 90 91 93 94 96 97 98 99 100 
162	77	:	1 2 3 4 5 7 8 9 11 13 14 16 17 19 20 21 24 27 29 30 31 32 33 35 37 38 40 41 42 43 44 45 46 47 48 49 51 52 56 57 58 59 60 61 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 80 81 82 83 84 86 87 88 90 91 92 93 95 96 98 99 100 
163	21	:	4 11 12 23 25 31 36 37 38 48 51 52 54 56 61 66 69 73 76 92 99 
164	16	:	4 10 14 21 32 43 54 58 65 68 72 75 81 82 83 95 
165	16	:	4 10 14 21 32 43 54 58 65 68 72 75 81 82 83 95 
166	15	:	18 23 36 49 51 54 55 59 66 67 72 81 89 93 96 
167	80	:	2 3 4 5 6 10 11 12 13 14 15 16 17 18 21 22 23 24 25 26 27 29 31 32 33 36 37 38 42 43 44 45 46 48 49 50 51 52 53 54 55 56 58 59 60 61 62 63 64 65 66 67 69 71 72 73 75 76 77 78 80 81 82 83 84 85 86 88 89 90 91 92 93 94 95 96 97 98 99 100 
168	21	:	3 21 27 30 33 37 38 42 52 58 60 61 65 70 71 73 76 77 78 86 98 
169	58	:	4 6 7 8 9 10 12 15 16 17 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 47 49 50 51 56 57 58 60 61 62 63 65 68 70 71 72 76 79 86 87 88 89 92 93 96 99 100 
170	57	:	1 2 3 4 5 8 10 11 14 17 18 19 20 21 23 24 28 29 30 32 34 36 39 42 43 45 46 47 49 51 52 54 58 59 62 63 65 66 67 68 72 74 75 77 79 81 82 83 86 88 89 90 91 92 94 95 100 
171	46	:	5 6 8 10 13 14 19 21 22 23 27 30 32 34 37 38 40 42 48 52 53 56 59 60 61 62 63 64 65 67 69 72 73 75 76 77 78 80 81 85 92 93 94 96 99 100 
172	43	:	1 5 8 14 18 19 20 21 24 27 29 30 31 36 37 42 43 45 46 48 52 54 55 56 61 67 69 71 75 76 78 83 85 86 87 88 89 91 92 93 96 97 100 
173	18	:	7 15 20 30 34 40 41 43 51 57 58 65 67 68 69 73 79 90 
174	75	:	1 4 6 10 11 13 14 16 18 19 21 22 25 26 27 28 29 30 31 32 33 34 35 36 37 38 41 42 43 44 47 48 50 51 52 53 54 56 57 58 59 60 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 81 82 83 85 86 87 88 90 92 93 94 96 98 99 100 
175	81	:	1 2 3 5 6 8 11 13 15 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 48 50 51 52 53 55 56 57 58 60 61 62 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 88 89 91 92 93 95 96 97 98 100 
176	18	:	2 4 7 8 9 16 17 20 34 50 52 58 62 79 80 82 85 94 
177	45	:	1 4 5 7 9 10 11 13 15 16 17 20 21 22 23 25 27 30 33 36 40 41 45 48 49 50 52 54 55 58 61 64 67 68 71 72 75 79 82 83 84 87 90 91 96 
178	57	:	2 3 4 7 8 9 10 15 16 17 20 21 27 28 29 30 31 34 36 41 42 45 46 49 50 51 52 53 54 55 56 57 58 59 60 62 67 68 69 70 72 73 74 77 79 80 82 83 85 88 89 90 93 94 95 96 100 
179	43	:	4 9 10 11 14 15 21 25 26 27 31 32 33 35 36 38 41 43 44 46 47 51 53 54 58 60 62 63 65 68 72 75 78 79 81 82 83 87 89 95 96 99 100 
180	18	:	18 21 24 31 43 45 67 69 71 75 76 78 83 85 88 89 92 100 
181	33	:	4 5 7 9 15 16 17 23 25 27 28 33 34 36 38 40 41 49 50 56 57 58 60 62 68 72 75 79 82 83 87 89 99 
182	13	:	6 14 19 30 62 63 72 75 76 81 85 94 96 
183	52	:	1 2 3 4 7 10 11 15 16 21 24 27 28 29 30 31 32 34 36 41 42 43 45 50 53 54 58 59 64 65 66 67 68 69 71 72 73 74 75 76 77 80 82 83 84 87 88 90 91 93 95 96 
184	41	:	1 3 4 5 6 8 9 11 16 19 25 27 29 31 35 36 43 44 45 46 50 51 52 59 62 66 69 71 73 74 75 76 78 81 82 83 84 93 95 97 99 
185	29	:	3 7 8 9 11 14 16 18 19 25 27 29 35 42 43 50 51 52 62 69 75 76 82 83 84 92 93 94 95 
186	38	:	3 4 5 13 16 18 19 21 23 29 34 35 37 38 41 43 48 50 51 53 54 56 57 58 59 66 72 75 78 81 82 83 84 86 88 91 93 98 
187	45	:	2 3 5 6 13 16 17 18 21 27 29 31 32 37 42 46 48 49 51 52 53 56 59 60 62 63 64 65 67 68 70 76 78 80 83 87 90 91 92 93 94 96 97 99 100 
188	43	:	3 4 5 6 14 16 19 24 27 28 30 31 33 35 40 41 42 43 46 47 49 50 52 53 57 60 64 65 67 70 71 73 77 79 81 84 86 90 91 95 96 97 99 
189	52	:	2 3 10 11 13 14 15 16 18 20 23 26 27 29 30 31 33 37 39 41 44 45 46 49 51 53 60 61 62 65 66 70 71 73 74 75 76 77 78 80 82 84 88 89 91 92 93 95 96 97 98 100 
190	25	:	3 5 8 9 10 13 15 24 27 28 30 31 36 44 45 52 53 60 65 68 71 76 88 89 93 
191	49	:	2 3 5 6 9 13 15 16 17 18 19 21 22 25 28 29 37 38 42 43 48 49 50 51 52 53 54 56 57 62 65 66 67 69 70 71 74 76 78 83 84 87 91 93 94 96 97 99 100 
192	68	:	1 3 4 5 6 7 8 9 10 11 12 13 14 16 17 19 21 22 24 25 26 27 28 30 31 32 33 34 35 36 38 40 41 42 43 44 46 47 49 50 51 52 53 57 59 60 62 63 64 65 69 70 73 75 76 77 79 82 83 84 86 87 90 93 95 96 99 100 
193	16	:	5 24 25 26 33 37 44 52 56 62 63 65 68 71 86 100 
194	42	:	4 10 11 12 16 23 25 27 29 31 33 35 36 37 38 42 46 47 48 51 52 54 56 57 60 61 62 64 66 67 69 71 73 76 77 81 84 86 91 92 97 99 
195	35	:	4 5 7 11 12 14 26 29 43 44 45 48 50 53 55 58 59 61 62 66 69 72 75 76 77 79 80 82 83 84 87 90 91 92 94 
196	64	:	1 5 6 7 9 11 15 18 19 20 23 25 27 29 30 31 34 37 39 40 41 43 45 46 47 49 50 51 56 57 58 60 63 64 65 66 67 68 69 70 71 72 73 75 76 78 79 80 81 82 83 84 85 86 87 88 90 91 93 95 96 97 98 100 
197	34	:	4 7 9 10 11 12 14 18 20 23 25 29 31 32 35 39 42 45 48 52 53 57 58 62 64 71 75 80 84 87 92 93 94 97 
198	14	:	11 20 23 24 51 52 60 61 62 73 74 76 80 97 
199	14	:	11 20 23 24 51 52 60 61 62 73 74 76 80 97 
200	40	:	1 4 6 11 14 19 23 24 25 26 33 34 36 37 40 41 42 43 44 45 46 50 51 52 53 54 55 56 63 67 73 75 84 87 89 91 93 94 95 96 
201	74	:	1 2 3 5 6 7 8 11 13 14 15 18 19 20 21 23 24 25 26 27 28 29 30 32 33 34 37 41 42 43 45 48 49 50 51 52 53 54 56 57 58 59 60 61 62 63 64 65 66 67 68 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 88 89 92 93 94 96 97 99 
202	36	:	2 3 4 6 10 11 15 19 20 24 29 30 35 39 44 45 47 49 51 54 58 59 61 63 65 70 71 74 79 88 89 90 91 92 95 96 
203	56	:	1 2 4 5 8 10 11 13 16 19 22 23 24 27 31 32 33 34 35 37 38 40 42 43 44 46 47 56 60 61 62 63 64 65 67 68 69 70 71 72 73 75 77 78 80 81 84 86 88 91 92 94 97 98 99 100 
204	35	:	3 5 6 14 21 23 24 25 26 29 30 33 34 35 40 41 42 43 45 47 49 50 51 53 54 61 64 76 83 84 86 89 91 95 98 
205	72	:	2 3 4 5 7 8 9 10 11 12 13 15 16 17 18 20 21 23 24 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 48 50 52 53 56 57 58 60 62 64 65 67 68 69 71 73 75 76 78 79 80 82 83 85 86 88 89 92 93 94 96 97 100 
206	52	:	2 4 5 6 7 8 10 11 15 17 23 25 26 27 31 32 33 41 43 44 46 50 51 52 53 55 56 57 58 62 63 64 66 68 69 75 76 78 79 80 81 84 87 90 91 92 94 95 96 98 99 100 
207	49	:	1 2 3 9 10 12 15 17 20 22 24 26 33 36 37 38 40 41 42 43 45 48 49 51 53 54 56 58 65 66 67 68 69 71 72 73 76 78 84 86 87 88 89 91 93 94 96 99 100 
208	20	:	4 10 25 26 27 32 33 35 36 38 41 44 47 51 60 63 79 87 99 100 
209	42	:	3 5 11 13 14 18 19 23 26 27 28 29 31 32 33 35 43 45 47 49 52 53 56 57 58 65 68 70 71 73 76 77 79 80 81 83 84 85 90 93 96 99 
210	19	:	1 18 22 28 29 31 53 54 59 66 69 70 74 78 88 94 98 99 100 
211	76	:	1 2 4 5 7 8 9 10 11 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 41 42 45 46 47 49 50 52 53 54 55 58 59 62 64 65 66 67 68 71 75 76 77 78 79 80 82 84 85 86 87 88 89 90 91 92 93 94 95 96 99 100 
212	66	:	1 3 4 5 6 8 9 11 13 15 18 19 20 21 23 24 25 26 27 29 30 31 33 35 36 37 38 41 42 44 45 46 48 50 51 52 56 59 61 62 63 64 65 67 68 71 72 73 76 77 78 79 80 81 82 83 84 85 86 87 88 91 95 97 98 100 
213	57	:	1 2 6 9 10 11 12 13 17 18 19 20 21 23 24 25 28 29 31 32 35 40 42 43 45 48 49 50 51 53 54 56 57 58 62 64 67 68 69 71 73 74 75 76 77 78 79 83 85 87 88 89 92 93 96 97 100 
214	35	:	1 2 10 12 17 20 27 31 37 38 40 43 44 45 49 51 54 55 58 60 64 66 69 71 75 76 77 78 86 87 88 89 90 96 97 
215	56	:	1 2 3 5 6 10 12 14 15 17 19 20 21 24 27 29 30 33 34 37 38 40 41 42 43 44 45 47 49 50 51 52 53 54 58 60 61 64 65 69 70 71 72 73 76 77 78 86 87 88 89 91 92 95 96 98 
216	18	:	3 7 8 12 26 28 35 37 39 68 69 71 73 74 80 84 92 97 
217	72	:	1 2 3 4 5 8 9 10 11 12 13 14 16 17 18 19 20 21 23 24 29 30 31 34 35 36 37 39 40 41 42 43 44 45 46 47 49 50 51 52 54 55 56 57 58 59 60 63 67 68 70 71 72 74 75 76 77 78 79 80 82 85 86 87 88 89 90 91 93 95 96 98 
218	23	:	4 9 14 15 26 28 35 36 39 50 62 63 66 68 69 72 75 76 84 86 88 91 96 
219	67	:	1 2 3 4 6 10 13 14 15 16 17 19 21 22 23 24 25 26 27 28 29 30 33 34 35 36 37 38 41 42 45 46 47 49 51 52 53 54 55 56 60 61 64 66 67 71 73 74 75 76 77 78 79 82 83 84 85 86 87 89 90 91 93 94 96 98 99 
220	47	:	1 2 3 4 7 8 10 11 13 14 15 16 17 18 22 25 29 31 34 35 37 38 42 43 44 46 52 53 54 56 62 66 67 68 70 71 72 75 78 84 91 92 93 94 96 98 99 
221	44	:	1 2 4 6 10 18 22 23 25 28 29 31 33 34 36 37 41 47 49 51 53 54 55 59 66 67 69 70 72 74 78 79 81 83 85 88 89 91 93 94 96 98 99 100 
222	20	:	1 2 10 12 17 20 40 43 45 49 51 54 58 69 71 76 87 88 89 96 
223	18	:	7 8 9 31 45 46 47 56 61 63 67 73 74 76 78 80 82 99 
224	79	:	1 4 5 6 7 8 9 10 11 12 13 14 15 18 19 20 21 22 23 24 25 26 27 30 31 32 33 34 35 37 39 41 42 44 45 46 47 48 49 52 53 55 56 58 59 60 61 62 63 64 65 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 84 85 86 87 89 92 93 94 95 96 97 99 100 
225	18	:	18 21 24 31 43 45 67 69 71 75 76 78 83 85 88 89 92 100 
226	19	:	6 14 28 30 34 36 37 38 47 49 51 60 63 67 71 77 81 91 97 
227	54	:	1 2 4 8 10 11 15 17 18 22 23 24 25 26 28 29 31 32 33 34 35 42 44 45 48 50 51 52 53 54 55 57 58 59 62 64 65 66 69 70 71 74 75 76 78 79 87 88 93 94 97 98 99 100 
228	80	:	1 2 3 4 5 7 8 9 10 11 13 14 16 17 18 19 20 21 22 24 25 26 28 30 31 32 33 34 35 36 37 40 41 42 43 44 46 47 49 50 52 53 54 55 56 57 58 59 62 63 64 65 66 67 68 70 71 72 73 74 75 77 78 79 80 81 82 83 84 85 86 88 90 93 94 95 96 98 99 100 
229	70	:	4 5 6 8 10 13 15 17 18 19 21 23 24 25 26 27 32 33 34 35 36 37 38 39 40 41 43 44 45 46 47 49 50 51 52 53 55 56 57 58 60 61 62 63 65 67 68 70 71 72 73 74 77 78 79 80 82 83 84 86 87 88 89 90 92 93 95 96 99 100 
230	14	:	11 20 23 24 51 52 60 61 62 73 74 76 80 97 
231	29	:	4 6 7 11 15 23 25 26 31 32 33 41 43 44 50 51 53 57 58 62 64 66 75 81 84 87 94 95 98 
232	20	:	4 5 7 9 15 17 23 25 27 33 40 41 49 68 72 75 79 82 83 87 
233	19	:	2 3 10 18 20 29 33 44 45 46 53 73 74 76 88 92 95 98 100 
234	23	:	3 5 13 16 17 18 21 29 48 49 51 52 62 65 67 70 76 83 91 94 97 99 100 
235	60	:	1 2 3 4 6 8 11 13 15 18 19 20 21 25 28 29 30 31 32 34 35 37 38 39 41 43 45 47 49 50 51 53 54 56 57 58 59 62 63 64 67 68 69 71 72 74 75 78 79 81 82 83 84 88 89 90 91 95 98 100 
236	52	:	1 2 4 6 10 12 15 19 20 24 25 26 27 28 29 31 32 33 34 35 36 38 41 42 44 45 47 49 50 51 56 58 60 63 64 65 67 69 71 72 75 76 79 81 84 87 91 92 93 95 99 100 
237	19	:	6 13 25 32 34 37 43 50 53 57 62 63 68 72 78 82 84 88 89 
238	80	:	2 3 4 5 6 7 8 9 10 11 13 14 15 17 18 19 20 22 23 24 25 27 28 29 30 31 32 34 36 37 38 39 40 41 42 43 44 45 47 49 50 51 52 53 54 56 57 58 59 60 61 62 63 64 65 66 67 68 69 71 73 74 75 76 77 79 80 81 84 87 88 89 90 91 93 95 97 98 99 100 
239	47	:	4 6 7 10 11 13 14 15 16 17 20 23 24 26 29 31 35 37 38 44 45 51 52 53 55 58 60 61 62 65 70 71 75 76 77 80 82 84 88 89 90 91 92 93 96 97 100 
240	47	:	3 5 8 9 10 11 16 18 19 21 23 25 27 29 30 31 34 35 36 41 42 43 45 50 51 53 54 59 66 67 68 69 73 74 75 76 78 80 82 83 84 86 88 91 93 95 96 
241	35	:	3 8 19 20 21 27 29 30 33 35 37 38 42 47 49 51 52 58 60 61 65 67 70 71 73 76 77 78 83 84 86 93 98 99 100 
242	49	:	2 4 10 11 14 18 19 21 23 24 25 26 27 29 32 33 35 36 38 41 42 43 44 47 48 51 54 57 58 60 62 63 64 65 68 70 72 75 79 81 82 83 87 91 95 97 98 99 100 
243	15	:	5 14 22 27 30 32 45 50 54 57 72 81 83 95 99 
244	59	:	1 4 5 9 11 12 15 17 18 20 21 22 23 24 25 26 31 32 35 36 37 38 39 40 41 45 48 49 51 52 54 55 56 59 61 62 66 67 68 69 71 73 74 76 78 79 80 81 85 86 88 89 91 92 95 96 97 99 100 
245	79	:	1 2 3 5 6 7 8 9 11 12 13 14 15 16 17 18 19 22 23 24 25 26 28 29 31 32 34 35 36 37 38 39 42 43 49 50 51 52 53 54 56 57 58 59 60 61 62 63 64 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 88 89 91 92 93 94 96 97 98 99 100 
246	58	:	2 4 6 7 8 9 10 11 12 17 20 22 23 24 25 26 28 29 31 32 33 34 35 37 38 39 41 42 45 46 47 48 52 53 55 57 58 62 64 65 67 71 75 79 80 83 84 85 87 88 89 90 91 92 93 94 97 100 
247	63	:	1 2 4 6 8 9 10 12 14 16 17 20 21 27 28 30 32 33 34 35 36 37 38 39 40 42 43 45 46 47 48 49 51 52 53 54 58 59 60 63 64 65 67 69 71 74 75 76 77 78 81 84 86 87 88 89 91 92 93 94 96 97 99 
248	36	:	1 3 5 13 16 17 18 21 22 28 29 31 48 49 51 52 53 54 59 62 65 66 67 69 70 74 76 78 83 88 91 94 97 98 99 100 
249	67	:	1 3 5 9 10 14 15 16 18 19 21 22 23 24 27 29 30 31 32 33 34 36 37 39 40 41 42 45 46 49 50 51 52 53 54 55 56 57 58 59 62 64 66 67 68 71 72 73 74 75 78 80 81 82 83 86 87 88 89 90 91 93 95 96 97 99 100 
250	36	:	1 3 4 7 10 12 13 16 19 21 22 26 27 29 30 31 33 34 36 41 42 45 49 53 54 59 62 67 68 73 74 79 80 88 95 96 
251	60	:	5 9 10 13 15 16 18 19 21 22 23 24 27 30 31 32 33 36 39 40 43 45 47 49 50 51 52 54 56 58 60 62 64 67 68 69 70 71 73 74 75 76 77 78 80 81 82 83 85 86 88 89 90 91 92 96 97 98 99 100 
252	33	:	3 4 6 11 12 19 23 25 27 30 31 33 36 37 38 41 47 48 49 51 52 54 56 61 66 69 73 76 80 85 92 98 99 
253	39	:	3 5 7 8 9 11 12 14 16 19 25 26 27 29 35 43 44 45 48 50 51 53 55 58 59 61 62 69 75 76 79 82 83 84 87 92 93 94 95 
254	13	:	2 8 15 18 19 28 30 41 53 58 59 71 75 
255	79	:	2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 23 24 25 27 28 29 30 31 32 33 34 35 36 38 39 40 41 42 43 45 46 47 48 49 50 51 53 54 56 57 58 59 60 62 63 64 66 68 69 71 72 73 75 76 78 80 82 83 84 86 87 89 90 91 92 93 95 96 97 99 100 
256	58	:	1 2 4 7 8 9 11 15 16 17 18 20 22 24 27 28 29 30 31 32 34 39 41 45 46 49 50 51 52 53 54 58 59 62 64 65 66 69 70 71 74 75 76 78 79 80 82 85 87 88 91 93 94 96 97 98 99 100 
257	55	:	1 2 5 7 9 10 12 17 18 19 20 22 23 24 26 29 31 35 36 37 39 40 42 43 44 45 46 49 50 51 52 54 58 59 60 61 67 68 69 70 71 76 79 80 85 86 87 88 89 90 91 94 95 96 98 
258	52	:	1 2 4 9 13 15 18 19 20 21 23 24 28 32 33 34 35 36 37 42 43 45 46 48 49 50 51 53 54 55 56 57 58 59 63 64 65 66 67 69 71 72 75 76 78 81 87 89 92 93 96 99 
259	25	:	3 6 11 13 19 27 29 30 32 33 41 43 47 49 56 68 71 73 76 77 79 80 83 85 98 
260	18	:	8 10 17 25 26 33 44 51 52 55 62 64 69 75 76 78 79 99 
261	78	:	1 2 3 4 5 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22 23 26 27 28 29 30 31 32 33 34 35 36 38 41 42 43 45 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 64 66 67 68 71 72 73 75 76 77 78 79 81 82 83 84 86 88 89 90 91 93 96 97 98 99 
262	50	:	4 6 8 9 11 15 19 21 23 24 26 32 34 35 36 37 38 39 40 42 43 45 46 48 49 50 52 53 56 57 58 62 63 64 65 73 74 75 77 78 81 86 88 89 91 92 94 95 98 100 
263	68	:	1 2 3 4 5 7 8 9 10 11 13 14 15 16 18 21 24 25 26 27 28 30 31 32 33 34 35 36 37 38 41 43 44 45 46 47 50 51 52 53 55 60 63 64 65 66 67 68 70 71 72 75 76 77 78 79 83 85 86 87 88 89 90 93 97 98 99 100 
264	71	:	1 3 6 11 13 14 15 17 18 19 20 21 23 24 25 26 28 29 30 31 32 33 35 36 40 42 43 44 45 46 47 48 49 50 52 53 55 56 57 61 63 64 65 67 68 69 70 71 73 74 75 76 77 78 79 80 82 83 84 85 86 87 88 89 90 91 92 95 96 98 100 
265	73	:	1 3 4 5 6 8 10 11 13 14 17 18 19 20 21 22 23 24 26 27 28 29 30 32 33 34 36 37 38 40 41 42 43 45 46 47 49 51 52 54 55 56 58 60 61 62 63 64 65 67 68 69 71 72 73 74 75 77 80 81 82 83 85 86 87 89 91 93 95 96 97 99 100 
266	10	:	2 18 19 24 29 60 68 70 91 98 
267	19	:	1 3 7 9 10 11 12 17 20 32 34 35 49 55 61 89 95 97 100 
268	24	:	4 6 7 11 17 20 26 29 34 35 37 38 40 45 52 53 55 56 58 63 73 89 90 93 
269	66	:	1 2 3 5 7 8 9 10 11 12 13 15 16 17 18 20 23 25 26 28 32 33 34 35 40 41 42 43 44 45 46 48 49 50 51 52 54 55 56 59 61 62 63 64 66 68 69 70 72 75 76 78 79 81 82 84 86 87 89 91 92 93 95 97 99 100 
270	73	:	1 2 3 4 5 7 8 11 12 13 14 15 16 19 20 21 23 24 26 28 29 35 36 37 38 39 41 42 43 44 45 46 48 49 50 51 52 53 54 55 56 58 59 60 61 62 67 68 69 70 71 72 73 74 75 76 79 80 81 82 83 84 87 88 89 91 92 93 94 96 97 98 100 
271	71	:	1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 21 23 25 27 29 30 31 32 33 34 35 37 40 41 42 43 44 46 48 49 51 52 56 57 60 62 63 64 65 67 68 70 71 72 73 74 75 76 78 79 80 82 83 86 87 91 93 94 95 96 97 98 99 100 
272	36	:	8 9 18 19 21 24 31 34 35 37 38 39 43 45 48 49 50 52 53 57 58 67 69 71 74 75 76 78 81 83 85 88 89 91 92 100 
273	68	:	1 5 6 7 8 9 10 12 14 17 18 19 20 21 23 24 25 26 28 30 31 33 35 36 37 40 41 42 43 44 46 47 48 49 50 53 55 56 57 60 62 63 64 65 67 68 69 71 72 73 74 75 76 79 80 81 84 85 86 87 88 89 93 94 95 96 99 100 
274	32	:	4 5 7 9 10 12 20 24 25 26 31 32 33 37 39 44 45 52 53 56 58 62 63 65 68 71 75 80 84 86 87 100 
275	50	:	3 4 7 8 9 10 11 12 13 17 19 20 23 26 29 32 35 37 38 42 43 47 48 49 51 52 53 55 56 57 58 60 62 64 65 67 68 71 73 76 77 79 83 84 89 90 93 97 99 100 
276	75	:	2 3 4 6 7 8 9 10 11 16 17 18 19 20 21 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 55 56 57 58 60 62 63 65 67 69 71 73 74 75 79 80 81 82 85 87 88 89 90 91 92 93 94 98 99 100 
277	32	:	2 4 5 11 23 25 26 27 31 32 33 41 43 44 46 50 51 53 56 63 64 68 80 84 87 90 91 92 94 95 96 100 
278	59	:	1 3 4 6 7 8 9 10 12 13 16 17 18 19 20 21 24 25 27 28 30 31 32 33 35 37 39 42 43 45 48 50 51 52 53 56 57 58 60 62 64 67 68 69 71 73 74 75 76 77 80 82 83 84 86 87 90 93 100 
279	71	:	1 2 3 4 5 6 7 10 12 13 14 15 16 17 18 20 21 24 25 27 28 29 30 31 32 34 36 37 38 40 43 45 47 48 49 50 51 52 54 56 58 60 62 63 64 65 66 67 68 69 70 71 72 75 76 77 78 81 83 84 87 88 89 91 93 94 95 96 97 99 100 
280	18	:	18 21 24 31 43 45 67 69 71 75 76 78 83 85 88 89 92 100 
281	53	:	2 3 5 7 8 10 12 16 18 19 20 21 23 27 29 30 31 35 36 37 39 40 41 42 43 44 47 49 51 53 55 56 57 58 60 61 63 66 67 68 71 74 76 77 78 80 83 84 86 93 96 99 100 
282	40	:	1 3 4 5 13 14 18 21 22 27 28 29 30 32 35 38 41 42 45 49 50 51 52 54 56 57 59 62 66 67 72 79 81 82 83 84 88 95 98 99 
283	50	:	1 2 4 8 9 10 11 15 17 18 20 21 22 23 24 25 26 28 31 32 33 34 41 45 46 50 53 54 55 58 62 64 65 69 71 73 74 75 76 78 82 84 85 86 87 88 89 93 95 96 
284	77	:	3 5 6 7 9 10 11 12 13 15 16 17 19 20 21 22 23 24 25 26 27 30 31 32 33 35 36 37 38 39 41 42 43 45 46 47 48 49 50 52 53 54 56 57 58 60 61 62 63 64 65 66 67 68 69 70 71 72 73 75 76 77 78 80 81 83 84 85 86 89 90 92 93 96 98 99 100 
285	25	:	13 14 15 16 23 26 29 31 37 51 60 61 62 71 75 76 77 80 82 84 88 89 91 97 100 
286	57	:	1 2 3 5 11 15 16 18 20 21 23 24 25 26 27 29 30 31 32 33 34 35 42 43 45 46 49 51 54 56 59 60 61 63 64 66 68 76 78 79 80 83 84 85 86 87 88 89 90 91 92 93 95 96 97 98 100 
287	65	:	4 6 7 9 10 11 12 13 15 17 20 21 23 24 26 29 32 33 34 35 36 37 38 40 41 42 43 44 45 46 48 50 52 53 55 56 58 63 65 66 67 68 69 71 72 73 74 76 77 78 80 81 82 83 84 86 89 90 91 92 93 95 96 99 100 
288	42	:	4 7 9 10 11 12 20 23 24 26 33 36 37 41 43 48 51 52 60 61 62 65 66 67 68 69 71 72 73 74 76 77 80 82 83 84 86 89 90 91 97 100 
289	69	:	1 2 3 4 5 7 8 10 11 13 15 16 17 18 19 20 23 24 26 27 29 30 31 32 33 34 35 37 40 41 43 44 45 46 48 50 51 52 54 56 57 58 59 65 66 67 68 69 70 71 72 73 75 76 77 78 79 80 81 82 83 84 85 86 90 91 93 98 99 
290	62	:	5 6 7 8 9 10 11 14 15 17 18 19 23 24 25 26 30 31 32 33 36 39 40 43 44 45 49 50 51 52 53 54 55 57 58 59 62 63 64 66 67 69 71 72 75 76 78 79 80 81 84 85 88 89 91 93 94 96 97 98 99 100 
291	21	:	4 11 12 23 25 31 36 37 38 48 51 52 54 56 61 66 69 73 76 92 99 
292	16	:	13 16 19 21 27 30 56 60 64 73 74 76 77 82 86 90 
293	74	:	1 2 4 5 6 7 8 10 13 14 16 17 18 19 21 23 25 26 27 29 31 32 33 34 35 36 37 41 42 43 44 45 46 47 49 50 52 53 55 56 57 59 60 62 63 64 66 67 68 69 71 72 73 74 75 77 78 80 81 82 84 85 86 87 88 89 90 91 92 95 96 97 99 100 
294	51	:	1 5 7 8 10 13 14 15 19 20 21 22 23 30 31 32 33 34 38 40 41 43 44 46 47 49 51 55 56 57 58 60 61 63 64 65 67 68 69 73 74 75 77 79 80 85 88 90 95 99 100 
295	26	:	5 17 23 24 25 26 30 33 37 38 39 44 52 56 58 60 62 63 65 68 71 73 83 86 93 100 
296	42	:	2 3 5 8 9 10 12 14 19 20 23 27 28 31 32 35 37 46 47 49 52 53 56 57 62 63 64 65 68 70 73 77 79 80 84 87 89 90 91 92 96 100 
297	70	:	2 3 4 5 6 7 8 9 10 11 12 14 16 17 19 20 22 23 25 26 28 29 30 31 33 34 35 36 37 39 41 42 43 44 45 47 49 50 51 52 53 54 55 57 58 59 60 61 62 63 65 67 70 71 73 74 77 79 80 82 83 84 85 87 89 90 91 94 95 96 
298	35	:	1 2 9 10 12 17 20 24 26 33 36 37 40 41 43 45 48 49 51 54 58 65 67 68 69 71 72 73 76 86 87 88 89 96 100 
299	53	:	3 5 10 12 13 15 16 17 18 19 21 22 24 29 31 34 36 41 42 43 44 45 48 49 51 52 55 60 62 64 65 67 69 70 71 72 73 75 76 78 79 81 83 85 88 89 91 92 93 94 97 99 100 
