line	size		transaction item
141	79	:	1 2 3 4 5 6 8 9 11 12 14 16 17 18 19 20 21 22 23 24 25 27 28 29 30 32 34 37 39 40 41 42 43 44 45 46 47 49 50 51 53 54 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 75 78 80 81 82 83 84 85 86 87 88 89 90 92 93 94 96 97 98 99 100 
142	26	:	1 2 3 7 9 11 12 13 19 25 28 30 34 40 48 49 50 53 56 57 61 65 82 89 99 100 
143	45	:	1 5 6 7 9 11 15 18 19 20 21 23 24 27 28 29 34 39 40 42 43 45 47 54 58 61 62 64 65 67 69 76 77 84 85 87 88 89 91 94 95 96 98 99 100 
144	45	:	1 4 6 7 10 13 14 15 16 26 30 36 37 38 39 40 42 43 47 48 49 51 52 53 58 60 61 63 65 66 67 68 74 75 76 80 81 83 84 91 92 95 97 98 99 
145	66	:	1 3 4 5 6 7 12 14 15 17 19 20 21 22 23 24 27 28 29 31 32 33 38 39 40 41 43 45 46 47 48 49 50 52 53 54 55 61 63 64 65 67 68 69 70 71 72 73 74 75 77 79 80 81 82 83 84 85 87 88 89 90 94 95 96 100 
146	35	:	11 12 14 15 17 19 23 24 27 28 30 34 37 39 40 45 48 52 54 59 60 68 69 72 74 76 77 82 83 88 89 90 93 98 100 
147	77	:	1 2 5 6 7 8 9 10 11 13 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 32 34 35 37 38 39 41 42 43 44 45 46 48 49 50 51 52 53 57 58 60 61 63 64 65 66 67 68 69 70 71 72 73 74 75 76 79 81 82 84 85 86 88 89 91 94 95 96 97 98 99 100 
148	11	:	1 14 15 35 48 58 78 82 87 90 91 
149	12	:	2 7 25 28 37 50 55 59 65 81 82 91 
150	49	:	2 3 4 6 7 9 10 12 16 17 24 26 30 31 32 35 36 37 38 39 40 42 44 46 50 51 53 59 64 65 66 68 74 75 77 78 80 81 82 84 85 87 88 90 91 95 97 98 100 
151	42	:	2 4 5 8 10 13 17 18 19 20 21 26 29 31 32 35 37 40 44 47 48 50 52 53 60 62 63 66 68 70 71 72 76 79 80 83 88 92 93 95 96 98 
152	41	:	2 3 6 9 12 14 17 21 23 26 32 36 37 38 40 44 47 50 56 59 63 65 68 69 75 77 78 80 83 84 85 86 87 88 90 92 93 95 97 98 100 
153	66	:	1 2 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 24 28 29 31 34 39 40 41 45 46 47 48 52 53 54 57 58 59 60 61 62 63 64 65 66 68 69 70 72 73 74 75 76 78 80 82 85 87 88 89 90 92 94 95 96 99 100 
154	13	:	2 6 12 21 23 36 44 47 59 80 83 84 93 
155	40	:	2 4 7 9 13 18 19 22 24 26 28 30 32 35 37 38 40 42 44 45 48 49 50 51 53 58 61 62 63 66 67 70 72 80 82 83 85 89 93 95 
156	67	:	1 2 3 6 7 9 11 12 13 14 18 19 20 22 23 24 25 27 28 29 30 31 34 36 37 38 40 42 43 45 47 48 50 51 53 55 58 59 60 61 62 63 65 66 67 68 70 71 75 76 77 78 80 81 82 85 86 87 88 89 90 91 92 94 96 99 100 
157	29	:	1 2 23 24 25 27 30 31 34 37 38 43 48 49 50 51 53 60 63 66 67 71 78 85 87 91 92 96 99 
158	53	:	2 6 9 12 14 18 19 21 23 24 26 28 30 31 32 35 36 37 39 40 42 44 46 47 48 50 52 53 54 59 60 61 62 63 66 68 69 70 72 74 76 77 80 82 83 84 85 88 89 93 95 98 100 
159	38	:	1 6 7 10 11 12 13 15 16 19 27 30 37 38 42 49 50 52 53 58 60 61 63 65 66 67 68 70 74 75 76 82 85 88 92 95 99 100 
160	60	:	1 2 6 7 8 9 10 11 12 13 16 19 21 25 26 27 28 30 31 32 34 35 38 40 41 42 48 49 50 52 53 58 61 62 63 64 65 66 67 68 69 73 74 76 77 82 83 84 85 86 87 88 89 91 92 94 96 97 99 100 
161	49	:	2 4 5 9 11 12 13 14 15 16 17 19 20 27 29 30 31 33 38 39 40 41 42 43 45 46 48 49 52 53 57 58 59 61 65 66 69 71 72 77 80 82 83 85 86 87 88 95 100 
162	34	:	1 2 4 7 8 16 18 20 25 35 36 39 40 43 46 47 48 50 51 54 55 57 59 60 61 64 66 75 80 82 87 89 96 99 
163	73	:	2 3 5 6 8 9 10 11 12 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 30 31 32 33 34 36 39 40 41 43 44 45 46 47 48 49 52 56 57 58 59 60 61 64 65 66 67 68 69 70 72 73 75 79 80 81 82 83 84 85 86 89 91 93 94 95 97 99 100 
164	27	:	2 3 9 12 20 27 30 39 42 43 47 48 54 55 58 60 62 63 64 65 68 70 71 78 90 93 98 
165	32	:	6 7 13 14 15 16 18 23 24 27 28 32 37 39 46 56 61 64 65 68 69 70 73 75 83 84 85 89 90 95 99 100 
166	42	:	9 12 13 14 21 22 23 29 30 31 37 38 39 42 44 45 46 50 51 56 59 62 63 66 67 68 69 70 74 75 80 82 83 84 85 86 91 92 93 95 98 100 
167	75	:	1 2 3 4 6 7 8 9 10 11 12 13 15 16 17 18 19 21 24 26 27 28 29 30 31 32 34 35 36 37 38 40 42 43 44 45 47 48 49 50 51 52 53 54 58 60 61 63 64 65 66 67 68 69 70 71 72 74 75 76 77 78 79 82 85 87 88 90 92 93 95 97 98 99 100 
168	70	:	2 3 4 5 6 8 9 11 12 19 20 21 22 23 24 25 26 29 31 32 36 37 38 39 40 41 42 43 45 46 47 48 49 51 53 54 55 56 58 60 61 62 63 64 65 66 67 70 71 73 74 76 78 79 80 82 83 84 85 87 88 89 91 92 93 96 97 98 99 100 
169	66	:	1 4 5 6 9 10 11 12 14 16 17 18 19 20 21 22 23 25 27 29 30 31 32 37 39 42 43 44 45 46 47 48 49 50 53 56 58 59 60 61 63 65 66 67 68 69 70 71 74 75 77 80 82 83 84 85 86 87 90 91 92 93 94 95 98 100 
170	39	:	6 10 12 14 15 16 21 23 28 29 31 32 38 39 40 41 46 50 53 55 56 63 68 69 71 72 74 75 80 83 85 86 87 88 92 93 94 98 100 
171	71	:	2 3 4 5 6 8 11 12 14 17 19 20 21 22 23 24 25 27 28 29 31 32 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 51 52 53 60 61 62 63 64 65 66 67 68 71 73 75 78 79 80 81 82 83 84 85 86 87 88 91 92 93 96 97 98 99 100 
172	68	:	1 2 4 6 7 8 9 11 12 13 15 16 17 19 21 22 23 24 25 28 31 32 35 36 37 38 40 43 44 45 46 47 48 49 50 51 52 53 54 55 57 58 60 61 63 65 66 69 70 71 74 75 76 77 78 80 82 85 87 88 91 92 93 95 96 97 99 100 
173	47	:	1 2 4 5 6 10 11 12 15 16 17 18 19 20 22 25 27 28 29 30 31 32 39 42 43 49 50 54 58 59 60 61 62 64 66 68 69 70 78 80 82 85 88 90 94 99 100 
174	52	:	4 5 8 10 11 16 17 18 21 24 26 29 31 33 35 36 39 40 41 43 44 45 46 47 48 49 52 53 54 61 62 64 65 67 68 69 71 77 78 79 80 81 82 84 85 87 88 94 96 97 98 100 
175	72	:	1 2 3 6 8 9 10 11 12 13 14 17 19 21 22 23 24 27 28 29 30 31 33 34 36 37 39 40 41 42 43 44 45 46 47 50 52 55 56 57 58 59 60 61 62 63 66 67 68 71 72 74 76 77 78 79 80 82 83 84 85 87 88 90 91 92 93 94 96 98 99 100 
176	73	:	2 3 4 5 6 8 9 10 11 12 13 14 15 16 18 19 20 21 22 24 25 27 29 31 32 34 35 36 37 38 39 40 41 42 45 47 48 49 53 54 55 58 59 60 61 62 63 64 65 66 67 68 71 72 73 74 77 78 81 82 83 84 85 88 89 90 92 93 94 96 97 98 100 
177	73	:	1 2 3 4 5 6 7 8 12 14 15 16 17 20 21 22 23 24 25 26 27 28 29 31 32 34 35 36 39 40 41 43 44 46 47 48 49 50 54 55 56 59 60 61 62 63 64 65 66 67 68 69 70 72 73 74 75 78 79 80 82 83 84 85 86 89 90 92 93 95 96 97 98 
178	68	:	1 2 3 5 6 7 8 9 10 11 12 13 15 16 17 19 23 24 25 28 30 31 33 34 37 38 40 42 43 46 48 49 50 51 52 53 55 56 57 59 60 61 63 65 66 67 68 69 71 72 73 74 76 78 80 81 82 83 84 85 86 87 91 92 95 96 99 100 
179	67	:	1 3 4 5 6 8 9 10 11 12 14 15 16 18 19 20 21 22 23 24 26 29 32 36 37 39 40 41 42 45 48 49 50 52 53 58 59 60 61 62 63 65 66 67 68 69 70 72 73 75 76 80 81 82 83 84 85 86 89 90 92 93 94 95 96 97 100 
180	44	:	2 4 6 8 9 12 18 21 22 23 24 26 32 36 37 39 40 41 42 44 45 47 48 49 50 53 59 61 62 63 66 67 70 72 80 82 83 84 85 87 89 93 95 97 
181	70	:	1 2 4 6 9 10 11 13 14 16 17 18 19 21 22 23 24 26 29 31 32 33 34 35 36 37 38 39 40 41 43 46 47 48 49 51 52 57 59 60 61 62 63 64 65 66 68 69 70 72 73 74 75 76 77 78 80 82 83 84 85 88 90 91 92 95 97 98 99 100 
182	81	:	2 3 4 5 6 7 8 9 10 13 14 16 17 19 20 21 22 24 25 26 28 29 30 31 32 35 36 37 38 39 40 41 44 46 47 48 49 50 51 52 53 54 55 56 57 59 60 61 62 63 65 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 87 88 90 91 92 93 94 95 96 97 98 100 
183	73	:	1 3 5 6 7 11 12 13 14 15 17 18 19 20 21 22 24 26 27 29 30 31 32 35 36 37 38 39 40 41 43 44 45 46 48 50 51 53 54 56 58 60 61 62 63 64 65 66 67 68 70 71 72 73 76 77 78 80 82 84 85 87 88 89 90 91 92 93 95 96 97 99 100 
184	76	:	1 4 5 6 8 9 11 13 14 15 17 18 19 21 22 23 24 25 26 27 28 29 30 31 33 34 35 37 39 42 43 44 45 46 47 48 49 50 51 52 53 54 55 58 61 62 63 64 65 66 67 68 69 71 73 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 94 96 97 100 
185	10	:	1 3 21 22 27 28 47 55 87 88 
186	39	:	3 4 9 14 17 18 23 24 26 29 32 35 36 37 38 40 48 49 50 61 64 65 68 69 70 73 75 77 78 82 83 85 87 88 90 95 97 98 100 
187	46	:	2 6 9 12 13 14 17 19 21 24 27 30 31 32 35 37 39 40 42 43 44 45 46 50 53 54 58 59 60 61 62 65 66 68 70 74 76 80 82 84 85 88 89 90 93 99 
188	69	:	1 2 4 5 6 7 9 11 12 13 14 16 17 18 19 22 23 24 25 26 28 29 30 31 32 35 37 38 39 40 42 43 45 47 48 49 50 51 53 54 58 60 61 62 63 64 66 67 69 70 71 72 75 78 80 82 83 84 85 87 88 89 91 92 93 95 96 99 100 
189	41	:	2 3 5 6 8 12 14 20 21 23 24 25 27 29 30 32 35 36 39 40 41 42 43 53 54 58 60 61 67 68 69 70 73 75 81 83 90 92 93 96 97 
190	14	:	3 8 22 26 31 32 43 49 65 67 70 79 82 85 
191	49	:	3 4 7 8 15 18 22 24 26 31 32 33 36 37 38 39 40 43 44 47 48 49 50 53 57 61 62 63 65 66 67 70 72 73 74 75 76 77 79 80 82 84 85 86 89 90 93 95 97 
192	57	:	1 2 3 8 9 11 12 15 19 22 24 25 26 28 30 33 34 37 38 39 40 41 48 49 50 52 53 56 57 58 59 60 61 62 63 65 66 68 70 72 74 75 76 80 82 84 86 87 88 89 90 92 93 95 97 99 100 
193	29	:	2 6 7 10 13 19 26 28 30 35 36 37 38 40 42 44 51 53 58 65 66 67 72 75 80 81 84 91 97 
194	15	:	4 13 14 15 38 39 40 58 65 66 68 83 91 95 98 
195	73	:	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 24 25 26 29 32 35 36 37 40 41 42 43 44 45 46 48 49 50 52 53 54 57 58 59 60 61 62 63 65 66 67 70 72 73 75 76 78 80 81 82 83 84 85 88 89 92 93 95 96 97 99 100 
196	22	:	6 9 12 13 16 18 28 33 36 37 46 47 56 62 65 76 78 82 87 90 99 100 
197	18	:	9 12 30 31 37 39 42 44 46 50 59 66 68 74 80 82 84 85 
198	81	:	1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22 23 24 26 29 31 32 35 36 37 38 39 40 41 42 44 45 46 47 48 49 50 53 54 57 58 59 60 61 62 63 65 66 67 68 69 70 72 73 74 77 78 80 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 100 
199	45	:	7 9 13 14 16 18 19 20 24 25 28 34 35 36 40 41 42 43 46 48 50 51 55 57 60 61 62 65 66 67 72 75 76 77 80 82 85 87 89 91 94 95 96 99 100 
200	53	:	3 4 5 6 7 11 15 17 18 20 21 24 27 29 33 36 39 40 41 43 45 46 47 52 54 56 60 61 63 64 65 67 68 71 72 73 77 79 80 81 82 84 85 87 88 89 92 93 94 95 96 97 98 
201	35	:	2 6 7 13 14 16 18 19 23 24 28 30 32 35 37 38 44 46 51 56 58 61 65 66 67 68 69 70 72 73 75 83 90 99 100 
202	77	:	1 2 3 4 5 6 9 10 11 12 13 15 17 19 20 21 22 26 28 29 30 31 32 34 35 36 37 38 40 41 42 44 45 46 47 50 51 52 54 57 58 59 60 61 62 63 64 65 67 68 70 72 73 74 75 76 77 78 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98 99 100 
203	12	:	2 4 16 24 30 35 36 50 64 81 90 98 
204	18	:	4 8 13 16 22 28 44 46 49 51 63 74 75 77 82 85 88 97 
205	70	:	1 2 3 4 5 6 7 9 12 13 15 16 17 18 19 20 21 22 23 24 26 27 29 30 31 32 37 39 40 42 43 44 45 46 48 49 50 51 53 54 58 59 60 61 65 66 67 68 69 74 75 76 77 80 82 83 84 85 86 87 88 89 90 91 93 94 95 97 99 100 
206	39	:	9 11 12 18 26 30 31 32 37 39 40 42 44 46 48 50 53 56 59 60 61 62 63 66 67 68 70 71 72 74 77 80 82 84 85 87 89 93 95 
207	78	:	2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 19 21 22 24 26 28 30 31 32 34 35 36 37 38 39 40 41 42 45 46 47 48 49 50 52 54 55 58 59 60 61 62 64 65 66 67 68 69 70 73 75 76 77 78 81 82 83 84 85 86 87 88 89 90 91 92 94 95 96 97 98 99 100 
208	77	:	1 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 32 33 34 38 39 40 41 42 43 44 45 46 47 48 49 53 54 56 57 58 60 61 62 64 65 66 67 68 69 72 74 75 76 77 82 84 85 86 87 88 89 91 93 94 95 96 97 98 99 100 
209	80	:	1 2 3 4 5 6 8 9 10 11 13 14 15 16 17 18 19 20 23 24 25 26 28 29 30 31 32 33 35 37 38 39 40 41 43 46 47 48 50 51 52 53 54 55 57 58 59 60 61 62 63 64 65 66 69 71 74 75 76 77 78 80 82 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
210	16	:	12 13 21 22 29 30 38 45 51 62 67 70 85 91 95 100 
211	60	:	1 2 3 6 7 10 11 13 17 18 19 20 21 22 25 26 27 28 30 32 34 36 37 40 43 45 46 47 48 49 50 51 52 53 55 59 60 61 62 63 65 66 67 70 72 76 77 78 80 83 84 87 88 89 91 92 93 95 98 100 
212	26	:	2 3 9 10 11 12 13 19 25 28 30 34 40 41 49 52 53 56 57 63 65 76 82 94 99 100 
213	30	:	2 7 15 23 24 25 27 31 37 38 39 43 48 51 53 60 61 64 66 71 78 84 85 87 89 91 92 95 96 99 
214	59	:	2 3 5 6 8 9 10 11 12 13 15 16 17 19 21 24 26 27 29 32 34 37 38 39 40 42 43 44 45 46 49 50 52 53 54 58 60 61 62 64 65 66 71 72 74 76 77 78 79 84 85 87 88 90 93 95 97 99 100 
215	77	:	1 2 4 5 6 7 8 9 11 12 13 14 16 17 19 20 21 22 23 24 27 28 29 30 31 32 35 36 37 38 39 40 42 43 44 45 46 47 48 50 51 53 54 56 58 59 62 63 64 65 66 67 68 69 70 72 73 74 75 76 78 80 81 82 83 84 85 86 88 91 92 93 95 96 98 99 100 
216	32	:	3 5 6 9 12 20 21 30 31 36 37 39 40 41 42 44 46 50 59 66 67 68 73 74 80 82 84 85 92 93 96 97 
217	69	:	3 4 5 9 11 12 14 17 18 19 23 24 25 26 28 29 30 32 33 34 37 39 40 43 44 45 46 47 48 49 50 52 53 54 56 57 61 62 63 65 66 67 68 69 70 71 72 75 77 78 79 80 81 82 83 84 85 86 88 90 91 92 93 94 95 96 98 99 100 
218	73	:	1 2 3 4 5 7 9 10 11 12 13 16 17 19 20 21 22 23 24 25 28 29 30 31 33 34 37 38 39 40 41 42 43 45 48 49 50 51 52 53 54 55 56 57 59 60 61 62 65 66 67 70 71 72 73 74 76 77 79 81 82 85 87 88 89 91 92 94 95 96 98 99 100 
219	56	:	1 2 5 6 10 13 14 16 17 18 21 23 27 28 29 30 31 33 34 37 38 40 43 45 46 47 48 49 50 51 53 54 56 60 63 65 67 68 69 72 73 74 75 78 80 83 84 85 86 91 92 93 95 98 99 100 
220	32	:	1 6 11 13 15 17 19 21 24 32 37 40 43 44 45 50 52 53 54 58 60 61 63 65 70 75 76 82 88 93 95 99 
221	39	:	1 3 9 12 14 16 17 22 25 27 28 30 31 34 37 40 44 47 48 49 50 51 53 55 57 58 60 63 64 66 67 69 70 75 78 80 85 87 100 
222	42	:	1 4 8 9 12 15 16 17 22 25 28 29 30 31 35 37 39 42 43 44 46 47 49 50 54 55 59 60 62 64 66 68 69 74 78 80 82 84 85 89 90 96 
223	16	:	10 13 40 43 47 48 49 51 60 63 65 80 83 91 92 95 
224	34	:	2 5 6 8 10 11 13 18 19 23 24 26 29 39 45 46 52 54 58 60 64 66 68 69 71 72 76 79 84 88 89 91 94 97 
225	75	:	1 4 5 6 7 11 13 14 15 17 18 20 21 22 23 24 25 26 27 28 29 32 33 35 36 38 39 40 42 43 45 47 48 50 52 53 54 56 58 61 62 63 64 65 66 67 68 69 70 71 72 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98 99 
226	41	:	1 2 4 5 7 9 11 12 13 14 17 22 25 27 29 30 33 39 43 45 48 50 52 53 54 58 60 61 65 67 70 71 77 79 80 81 82 88 89 94 96 
227	68	:	4 5 6 7 8 10 11 12 13 16 17 18 20 21 23 26 27 28 29 32 33 36 37 38 39 40 41 42 43 44 45 46 48 49 50 51 52 53 54 56 58 60 62 63 65 66 67 70 71 72 75 77 79 80 81 82 84 85 87 88 91 93 94 95 96 97 99 100 
228	31	:	2 22 23 24 25 26 31 37 38 39 41 43 48 51 53 56 60 66 71 74 76 78 80 84 85 87 88 91 92 96 99 
229	60	:	2 4 5 6 7 8 9 10 11 12 13 14 15 16 19 21 22 23 24 27 29 32 36 37 39 42 44 45 47 49 52 54 57 58 59 60 61 64 66 67 71 72 73 75 76 79 80 82 83 84 85 87 88 89 93 94 95 96 98 100 
230	29	:	2 6 10 13 14 17 19 23 26 36 46 52 56 59 60 63 68 69 75 76 78 83 84 85 86 92 93 98 100 
231	67	:	1 2 4 5 7 9 10 11 12 13 14 15 16 17 22 24 27 28 30 31 33 34 35 37 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 57 58 59 61 63 64 66 67 68 69 70 72 74 75 76 78 80 82 83 84 85 87 89 90 91 94 95 100 
232	17	:	9 19 28 34 40 42 61 62 67 76 77 87 91 94 96 99 100 
233	40	:	1 11 14 15 18 19 23 24 26 29 37 39 45 46 50 52 56 58 60 61 63 66 68 69 70 75 76 82 83 84 85 86 89 91 92 93 94 95 97 98 
234	55	:	2 3 5 6 7 8 10 13 14 15 19 20 21 23 24 27 28 29 31 32 34 36 39 40 41 43 46 51 52 55 60 61 64 67 68 69 70 71 72 73 75 76 79 83 84 85 88 89 90 92 93 95 96 97 100 
235	25	:	2 3 22 25 26 34 39 40 41 44 47 48 50 53 55 56 57 64 74 76 80 84 87 88 92 
236	67	:	2 3 5 6 7 8 9 11 12 13 14 15 16 18 19 21 23 24 25 26 27 28 30 32 34 35 36 37 38 39 40 41 42 44 46 47 48 49 50 53 56 57 59 61 62 63 64 65 66 70 72 73 74 80 81 82 83 84 85 86 89 93 94 95 96 99 100 
237	28	:	4 8 13 16 19 22 24 28 30 44 46 49 51 52 54 60 63 69 74 75 76 77 82 85 88 97 98 100 
238	61	:	1 2 6 7 9 10 11 12 13 14 15 16 17 19 23 24 26 27 28 30 31 35 36 37 39 40 42 45 46 47 48 51 52 53 54 58 59 60 65 66 69 70 75 76 77 78 80 81 82 83 84 85 87 88 90 91 92 93 97 98 100 
239	51	:	1 3 5 6 7 10 13 14 15 16 20 21 22 23 24 30 32 35 36 40 41 42 48 49 52 57 58 61 63 67 68 69 70 73 74 75 76 78 80 82 83 87 90 91 92 93 94 96 97 98 99 
240	78	:	1 2 3 4 5 6 8 9 11 14 15 17 18 19 20 21 22 23 24 25 26 29 31 32 35 36 37 38 39 40 41 42 43 44 45 47 48 49 51 52 53 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 76 77 78 79 80 82 83 84 85 87 88 89 90 91 92 93 95 96 97 98 99 100 
241	17	:	9 19 28 34 40 42 61 62 67 76 77 87 91 94 96 99 100 
242	43	:	1 2 3 5 6 13 17 20 21 22 24 27 28 30 32 36 39 40 41 42 43 44 45 47 53 54 55 58 60 65 67 68 70 73 76 87 88 90 92 93 96 97 99 
243	24	:	1 11 15 18 19 20 21 37 45 47 50 52 58 60 61 63 65 70 75 76 77 82 95 98 
244	26	:	14 18 23 26 32 40 48 50 53 56 62 63 66 68 69 70 72 75 80 83 85 86 92 93 95 98 
245	50	:	1 2 5 6 7 8 10 12 13 14 16 17 18 19 21 23 25 26 30 31 32 35 36 37 38 44 46 48 52 56 58 59 60 63 68 69 73 75 76 78 81 83 84 85 86 92 93 96 98 100 
246	47	:	2 6 7 13 14 18 19 20 23 24 27 30 31 35 37 39 41 42 43 46 48 54 56 57 58 60 61 62 63 65 68 69 70 72 75 83 84 85 86 89 90 92 93 95 96 98 100 
247	48	:	1 2 4 6 7 11 12 13 14 15 17 18 19 20 24 25 27 29 30 31 35 37 39 42 43 48 49 50 53 54 58 59 60 61 62 64 68 70 77 80 84 85 87 89 90 95 99 100 
248	37	:	1 2 6 7 10 13 16 23 24 25 30 31 37 38 42 43 48 49 51 52 53 60 61 63 66 67 68 71 74 76 78 85 87 91 92 96 99 
249	54	:	1 6 9 11 12 14 15 20 22 25 27 28 29 30 31 35 36 37 39 42 44 46 47 48 50 53 56 58 59 60 61 63 65 66 67 68 71 72 74 75 77 78 80 82 84 85 87 88 89 90 91 95 96 99 
250	47	:	4 8 11 12 13 16 17 18 19 20 23 24 26 27 29 33 38 39 42 45 46 48 49 53 57 58 62 65 66 68 69 74 75 76 77 84 85 86 87 88 89 91 93 94 95 97 100 
251	10	:	11 18 20 21 45 47 61 65 77 98 
252	35	:	1 6 8 9 12 14 16 17 19 24 28 31 32 35 37 39 47 49 50 53 60 61 62 65 66 69 70 75 78 83 84 85 87 89 100 
253	16	:	3 9 12 19 25 28 30 34 40 49 56 57 65 82 99 100 
254	28	:	1 7 9 12 14 15 22 24 27 35 39 48 58 60 61 64 67 70 78 80 82 84 85 87 89 90 91 95 
255	37	:	1 4 6 7 10 13 15 16 17 22 25 28 29 30 31 42 43 49 50 52 59 60 61 62 63 66 67 68 69 74 76 78 82 85 90 92 99 
256	23	:	1 11 12 13 16 27 30 34 37 38 42 49 50 51 53 58 63 65 66 67 85 88 100 
257	33	:	6 8 11 12 13 14 16 19 21 24 27 31 35 37 38 39 41 42 44 49 53 58 61 62 65 66 84 85 87 88 89 97 100 
258	19	:	1 2 7 11 13 25 27 30 34 37 48 49 50 51 53 61 63 67 89 
259	12	:	24 46 47 61 62 67 78 80 82 84 88 100 
260	60	:	1 4 5 6 8 9 12 14 15 16 17 19 20 24 27 29 31 32 33 35 37 39 43 45 46 47 48 49 50 52 53 54 55 58 59 60 61 62 64 65 67 71 75 77 78 79 81 82 83 84 85 87 88 89 90 91 94 95 96 100 
261	69	:	1 2 3 5 7 8 9 11 13 14 16 17 21 23 24 25 26 27 28 29 32 35 36 37 38 40 41 42 43 45 48 49 50 51 54 55 57 59 60 61 64 65 66 68 69 70 72 73 74 75 77 78 80 81 82 83 84 86 87 88 90 91 92 94 95 96 97 99 100 
262	80	:	2 5 6 7 8 9 10 11 12 13 15 16 17 19 20 21 22 23 26 27 28 29 31 34 36 37 38 40 41 42 43 44 45 46 47 48 49 50 51 53 54 55 57 58 59 60 61 62 63 65 66 67 68 69 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 87 88 91 92 93 94 95 96 97 99 100 
263	26	:	6 13 15 17 21 24 28 31 32 34 40 43 44 45 46 51 53 54 55 65 76 88 93 96 99 100 
264	37	:	2 12 16 18 23 24 26 29 30 33 37 38 39 40 42 45 46 47 56 58 61 62 66 67 68 69 78 80 82 84 87 88 89 91 94 97 100 
265	55	:	1 3 5 6 8 12 13 17 19 20 21 22 23 24 26 27 28 29 30 31 32 33 38 39 43 45 49 51 52 54 60 62 64 65 67 69 70 72 73 75 76 77 78 79 81 82 84 85 86 88 91 95 97 98 100 
266	20	:	7 13 14 18 20 24 41 46 48 57 60 61 62 65 72 85 89 95 96 100 
267	76	:	1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 19 20 22 23 24 25 27 28 29 30 32 33 36 37 38 39 40 42 43 45 47 48 49 50 51 52 53 54 56 57 58 60 61 62 63 65 66 67 68 70 73 74 75 76 77 78 80 82 83 85 87 88 89 90 91 92 94 95 96 98 99 
268	63	:	1 2 3 4 7 9 12 13 14 18 19 20 21 22 23 24 26 27 28 29 30 31 32 38 39 41 44 45 46 47 48 51 55 56 57 59 60 61 62 65 67 68 69 70 71 72 73 75 78 80 82 83 85 86 87 88 89 90 91 95 96 99 100 
269	32	:	1 2 5 7 11 12 13 21 22 25 29 30 38 45 48 50 51 53 54 61 62 67 70 72 73 74 85 89 91 92 95 100 
270	11	:	4 21 35 36 48 50 53 65 76 78 93 
271	76	:	1 2 6 7 8 9 10 11 12 13 16 17 19 21 22 23 24 27 29 30 31 32 33 37 39 40 42 43 44 45 46 47 48 49 50 51 52 53 54 59 60 61 63 64 65 66 67 68 69 71 72 73 74 75 76 77 79 80 81 82 83 84 85 86 87 88 91 92 93 94 95 96 97 98 99 100 
272	14	:	4 17 19 20 31 32 35 44 47 68 83 88 96 98 
273	61	:	1 2 3 4 5 9 11 12 14 15 17 18 19 20 22 27 28 29 31 32 33 37 39 43 44 45 47 48 50 52 54 55 57 58 59 60 61 62 63 64 65 67 70 71 72 75 76 77 78 79 80 81 82 84 88 93 94 95 96 98 99 
274	38	:	1 9 11 12 15 16 17 19 28 31 34 37 40 47 48 50 52 58 59 60 61 63 66 68 69 70 72 74 75 76 78 82 85 87 89 90 95 100 
275	18	:	4 8 13 16 22 28 44 46 49 51 63 74 75 77 82 85 88 97 
276	28	:	2 6 7 13 17 21 24 25 28 32 37 40 43 44 45 50 53 54 55 59 65 76 81 82 88 91 93 99 
277	25	:	1 2 4 18 20 21 29 32 34 37 39 44 57 59 61 64 65 73 80 81 86 96 98 99 100 
278	58	:	3 4 9 10 12 13 14 15 16 17 18 19 25 26 28 29 31 32 34 38 39 40 42 44 47 48 50 53 55 57 58 61 62 63 64 65 66 67 68 69 70 72 75 76 77 78 80 83 85 87 91 93 94 95 96 98 99 100 
279	50	:	1 2 4 7 11 12 15 17 19 20 24 25 27 28 29 30 37 46 48 49 50 52 54 55 56 58 59 60 61 63 65 67 68 69 70 71 72 75 76 77 80 81 82 87 88 89 91 95 98 100 
280	25	:	6 11 12 13 14 17 21 23 24 27 32 37 39 40 43 44 45 53 54 65 76 83 88 93 99 
